kernel,start,objective,converged,evaluations,boundary_hit,param_0,param_1,param_2,test_year,best_for_fold,param_3,param_4
se,1,54032.93238389106,True,196,False,1.5951835938340304,1.392889544705958,-2.0006629709572725,2010,True,,
se,2,54032.97824989463,True,154,False,1.5942434641365018,1.3908694660215877,-2.000662970957269,2010,False,,
se,3,54033.108522520866,True,121,False,1.6025012677972625,1.3941755418607154,-2.012638323397572,2010,False,,
se,4,54032.392688940716,True,127,False,1.5827081003213912,1.3892204055557291,-2.0078092218602137,2010,True,,
se,5,54034.16471070191,True,109,False,1.5761821908271019,1.3825497434507097,-2.023885160075858,2010,False,,
se,6,54032.473296592085,True,115,False,1.5805716839005044,1.3892587110098082,-2.01147019436916,2010,True,,
se,7,54032.73758845916,True,85,False,1.5923347296688872,1.3903605563839947,-2.0177190100101194,2010,True,,
se,8,54033.037041395924,True,103,False,1.588033862789617,1.3882095453672787,-2.00170774067259,2010,False,,
se,9,54048.04418604476,False,240,False,1.5551845163037459,1.3664729776651923,-2.0460025263901658,2010,False,,
se,10,82029.63467493342,False,240,False,1.452480203326854,0.2212505982838763,-4.585017630631899,2010,False,,
se,11,54032.835226763535,True,127,False,1.5774760426200316,1.385573126029886,-2.0109132208766125,2010,True,,
se,12,54032.51570159331,True,127,False,1.5909377825701405,1.3929807794550058,-2.0050123523639787,2010,True,,
se,13,54033.26558529039,True,139,False,1.5804876329510713,1.3901115885299227,-1.999526657156923,2010,False,,
se,14,54033.34183134252,True,132,False,1.5929954879193347,1.3962795142049207,-2.000662970957272,2010,False,,
se,15,54032.56030408318,True,109,False,1.5976213737330922,1.3919176517688865,-2.0056359730200715,2010,True,,
se,16,54032.6099487844,True,103,False,1.584136703203883,1.3905360802142506,-2.014808450136771,2010,True,,
se,17,54033.74951796331,True,91,False,1.5824835838944364,1.3927579040450424,-1.9960393294312748,2010,False,,
se,18,54032.511013792624,True,133,False,1.5832243131157682,1.3888741614518192,-2.0151287513875387,2010,True,,
se,19,54032.59099121571,True,115,False,1.5821208476969761,1.3858878705276412,-2.012489480419122,2010,True,,
matern32,0,50729.1925026417,True,103,False,1.7602967056020744,2.0885814863297214,-2.3860491921368214,2010,True,,
matern32,1,50730.0361736866,True,115,False,1.7651683647860577,2.089802862570874,-2.3971724183137817,2010,False,,
matern32,2,50729.855526564155,True,201,False,1.7730255087828835,2.0942891198261373,-2.3860491921368223,2010,False,,
matern32,3,50729.76437576259,True,103,False,1.744072277086048,2.0812794253795803,-2.39685633324227,2010,False,,
matern32,4,50729.78515351544,True,127,False,1.7616183314022211,2.0881233780519604,-2.3765310399805197,2010,False,,
matern32,5,50729.11044478682,True,145,False,1.7551136286054658,2.087718309859118,-2.384207339233189,2010,True,,
matern32,6,50729.216851828365,True,97,False,1.74440187439798,2.0828090106308728,-2.3841245094427563,2010,True,,
matern32,7,50729.380933394365,True,127,False,1.7468452690670413,2.0833753448107752,-2.3927286773711622,2010,True,,
matern32,8,50729.73652981996,True,127,False,1.7697015000861371,2.0936304653250586,-2.380114744630243,2010,False,,
matern32,9,50729.81490074846,True,139,False,1.7464078938261425,2.083960247223005,-2.3743716321906563,2010,False,,
matern32,10,50729.28955585872,True,133,False,1.7518141222217907,2.089003224898661,-2.384981171326754,2010,True,,
matern32,11,50730.03586818703,True,121,False,1.748149294841103,2.0893157641946556,-2.3717449501308785,2010,False,,
matern32,12,50730.08988353756,True,109,False,1.7648965869923412,2.086024224552344,-2.3981833111613238,2010,False,,
matern32,13,50729.200264879764,True,155,False,1.7456437419964064,2.0818690415362444,-2.386049192136818,2010,True,,
matern32,14,50729.7502493232,True,97,False,1.7521888415263898,2.090088857603569,-2.3737674241879843,2010,False,,
matern32,15,50729.3432633773,True,127,False,1.7501556680967836,2.0816171294853443,-2.3845367471977523,2010,True,,
matern32,16,50729.577265854365,True,121,False,1.7532655245716464,2.083582776478118,-2.37919448323102,2010,True,,
matern32,17,50729.78705422529,True,97,False,1.738498530400148,2.0802216217432514,-2.3782123215837117,2010,False,,
matern32,18,50730.23578608858,True,121,False,1.7278711522905714,2.0752249759301598,-2.3855938831052907,2010,False,,
matern32,19,50729.47577073901,True,161,False,1.7651811331518068,2.0927675520227695,-2.3860491921368188,2010,True,,
matern52,0,51551.122593227294,True,127,False,1.6883409214460106,1.801062208171952,-2.204690970405269,2010,False,,
matern52,1,51551.28049271766,True,115,False,1.6943737672092787,1.7930217826547055,-2.226836289465384,2010,False,,
matern52,2,51550.69502619842,True,133,False,1.6813023563993956,1.7978284162441078,-2.2102742040308625,2010,True,,
matern52,3,51550.45085565535,True,145,False,1.6845221419215928,1.792768024441229,-2.215089590802318,2010,True,,
matern52,4,51550.78617488433,True,121,False,1.6899445826802195,1.7924583186772576,-2.2231433628485027,2010,True,,
matern52,5,51551.20209228086,True,172,False,1.6905674758787246,1.792523224794741,-2.227360748121714,2010,False,,
matern52,6,51550.603066766256,True,145,False,1.682828156432205,1.7953294001877176,-2.2090893583041598,2010,True,,
matern52,7,51550.37442548432,True,139,False,1.6887006234717574,1.7965548254378418,-2.2165155300696306,2010,True,,
matern52,8,51551.527781799145,True,115,False,1.6745865426006716,1.7909634050619592,-2.2054245950829556,2010,False,,
matern52,9,51551.945852052166,True,133,False,1.6844059468632093,1.8016011576539084,-2.199442765256399,2010,False,,
matern52,10,51551.13048603924,True,127,False,1.694712272958933,1.7981944596297068,-2.205059922060005,2010,False,,
matern52,11,51551.17908220773,True,121,False,1.6942487394178711,1.7932686415989858,-2.2261168398777573,2010,False,,
matern52,12,51550.859137918706,True,133,False,1.6881314689103561,1.7976045391230446,-2.2221732385452357,2010,True,,
matern52,13,51550.633872585895,True,121,False,1.6943169362303245,1.7996586428887515,-2.216875198991896,2010,True,,
matern52,14,51551.17610572766,True,115,False,1.6696323429442244,1.7889397108361997,-2.212819631614686,2010,False,,
matern52,15,51551.707148425194,True,115,False,1.6703704716413275,1.7864307920433644,-2.227009975084631,2010,False,,
matern52,16,51550.92218391049,True,133,False,1.6917124122782665,1.8015282934566852,-2.2073265368962827,2010,False,,
matern52,17,51550.639791006004,True,115,False,1.6880356435390798,1.7963643517829013,-2.208389311269269,2010,True,,
matern52,18,51550.620797613774,True,133,False,1.6884998123429176,1.7956560875945935,-2.2218617763617106,2010,True,,
matern52,19,51551.590849326836,True,120,False,1.706329867485026,1.8031677793973182,-2.219475316234776,2010,False,,
periodic,0,58425.90313340941,True,97,False,1.6523630293679783,0.1295204114809153,-1.6379465274941662,2010,False,,
periodic,1,58424.77518010793,True,139,False,1.6617044379071797,0.1318868369255201,-1.6519301222630935,2010,True,,
periodic,2,58424.67943751971,True,103,False,1.6618741372164538,0.1303505685368025,-1.6467917617403482,2010,True,,
periodic,3,58424.86802758215,True,145,False,1.674251502804514,0.132445107207502,-1.6457824010383841,2010,True,,
periodic,4,58424.784255994826,True,127,False,1.6674924557346524,0.13595373564276303,-1.6473898188782168,2010,True,,
periodic,5,58425.02463529291,True,133,False,1.6617370466377948,0.13555910622531087,-1.6421669977253321,2010,True,,
periodic,6,58424.774654939945,True,109,False,1.6616304271733755,0.13261190862628505,-1.6511349749360567,2010,True,,
periodic,7,58424.752695600764,True,133,False,1.659207262805861,0.12907649983532063,-1.6475017273119215,2010,True,,
periodic,8,58425.65476214823,True,115,False,1.665773986359575,0.135309498931515,-1.6360417711502722,2010,False,,
periodic,9,58424.67427820121,True,133,False,1.6681831970696055,0.13064003635486346,-1.6492227250857208,2010,True,,
periodic,10,58425.27815284661,True,139,False,1.6650802207724837,0.13276586290145512,-1.6388988676815708,2010,False,,
periodic,11,58425.0444815869,True,109,False,1.6738321786081427,0.13173148992030714,-1.6544615525818183,2010,True,,
periodic,12,58425.00757804214,True,151,False,1.6705938060852639,0.13269829898002536,-1.6548184331491123,2010,True,,
periodic,13,58424.82095535067,True,133,False,1.6703519754069933,0.13670522843273508,-1.646683574080019,2010,True,,
periodic,14,58424.86720626276,True,121,False,1.6593767701661832,0.13393413313024338,-1.6483753411073292,2010,True,,
periodic,15,58425.56694356179,True,218,False,1.6703519754069938,0.13262087621218158,-1.6379465274941674,2010,False,,
periodic,16,58424.843803324344,True,145,False,1.658084091360879,0.13157765866116217,-1.6512049830628164,2010,True,,
periodic,17,58425.00816567837,True,121,False,1.653375219278224,0.12873862404806882,-1.6458145641740871,2010,True,,
periodic,18,58424.740073058645,True,121,False,1.6642070052213167,0.13330366846702135,-1.6508619784608842,2010,True,,
periodic,19,58424.85658247321,True,193,False,1.6592922904869016,0.13405941364776008,-1.646695464714021,2010,True,,
locally_periodic,0,50744.45407879463,True,203,True,1.7423077595630583,2.302585092994046,2.088581486329722,2010,True,-2.3860491921368214,
locally_periodic,1,50744.7233257239,True,236,True,1.7563041667286048,2.302585092994046,2.0968262608306514,2010,True,-2.3860491921368223,
locally_periodic,2,50745.4831023399,True,145,True,1.7537657256556125,2.302585092994046,2.087788704417892,2010,False,-2.3966977081348797,
locally_periodic,3,50744.49085202161,True,143,True,1.7543513496720704,2.302585092994046,2.0918344823241823,2010,True,-2.3860491921368214,
locally_periodic,4,50745.20705573835,True,167,True,1.7698718107415754,2.302585092994046,2.1011074206737326,2010,False,-2.3779788697917996,
locally_periodic,5,50744.57319650559,True,192,True,1.7535720805742114,2.302585092994046,2.0950976069972147,2010,True,-2.3742054116421656,
locally_periodic,6,50744.72637870663,True,218,True,1.7471496257545756,2.302585092994046,2.0921572517746583,2010,True,-2.3893620592307867,
locally_periodic,7,50745.76568540427,True,198,True,1.7281208723190626,2.302585092994046,2.0813166893800323,2010,False,-2.3946343866867186,
locally_periodic,8,50744.664938519185,True,178,True,1.7579517069497381,2.302585092994046,2.0962957725901497,2010,True,-2.3860491921368214,
locally_periodic,9,50744.83358747258,True,168,True,1.7503275895986223,2.302585092994046,2.087557878604991,2010,True,-2.3909475468718195,
locally_periodic,10,50744.654264895464,True,159,True,1.7427628889002933,2.302585092994046,2.092853201206929,2010,True,-2.384014214950516,
locally_periodic,11,50852.98652068562,False,240,False,1.7785914258688011,1.5012264176211412,2.1625150149988617,2010,False,-2.408718969853262,
locally_periodic,12,50746.292200220596,True,175,True,1.7171830548070353,2.302585092994046,2.0762317440227007,2010,False,-2.3860491921368188,
locally_periodic,13,50744.376211843366,True,203,True,1.7487878321882562,2.302585092994046,2.089851128979258,2010,True,-2.3814648489161665,
locally_periodic,14,50744.66830378741,True,182,True,1.740230033291805,2.302585092994046,2.0905484857063636,2010,True,-2.386049192136818,
locally_periodic,15,50744.46482791222,True,151,True,1.7423600393390515,2.302585092994046,2.0875835417229256,2010,True,-2.3799152326140844,
locally_periodic,16,50843.63790458757,False,240,False,1.62267772272901,1.5475504354327732,2.0967963228485154,2010,False,-2.309637402056076,
locally_periodic,17,50744.44810562357,True,190,True,1.7494046177237235,2.302585092994046,2.0893674308594963,2010,True,-2.386049192136818,
locally_periodic,18,50745.472306826225,True,137,True,1.7263262972309579,2.302585092994046,2.078974059734558,2010,False,-2.3860491921368214,
locally_periodic,19,50818.484131600184,False,240,True,1.732830105398135,2.302585092994046,2.0404248520107693,2010,False,-2.5100626290403105,
additive,0,50102.089899002545,True,231,False,1.5264404070948663,1.2304439090686936,0.7169378353391472,2010,True,1.636765477796084,-2.454058525286154
additive,1,50849.354517455366,False,240,False,0.18545187078638725,-0.28680623562266544,1.5444293531338833,2010,False,2.7817530281690077,-2.2382187556648967
additive,2,50120.07645305892,False,240,False,1.400517784821755,1.4103333694588527,0.909398778460667,2010,False,1.721658547675282,-2.4597700573118737
additive,3,50659.062375469715,False,240,False,-2.4002824545607906,-1.9022850400913283,1.7871317483645763,2010,False,2.1625150149988617,-3.57308999650151
additive,4,50260.74962698527,False,240,False,1.694501105155266,0.98496064215437,0.24032302291652236,2010,False,1.3963276690394357,-2.5900771915848155
additive,5,50165.11019622031,False,240,False,1.2796353650178844,1.6118095650958324,1.0610374572672088,2010,False,1.7624565499847367,-2.5025652947805845
additive,6,52998.456463927214,False,240,False,2.090286302900044,0.7816486868915264,-0.7076181843048034,2010,False,0.3381036315311978,-6.035883404484325
