model,nlpd,crps,energy,variogram,max_crps,max_absolute_error,max_bias,sim_cover_80,sim_cover_95,max_cover_80,max_cover_95
baseline_analog,1.89747269476069,0.9349074292482223,3.938182729724307,0.12669830954761083,0.9836170597430777,1.3877086164025032,-0.2975661100765171,0.8335483870967741,0.944516129032258,0.84,0.9483870967741935
baseline_functional,1.772029801489297,0.8282962718710449,3.548061072774028,0.12066525694819548,0.8728908181362971,1.2243776670771107,0.18807191784215496,0.8670967741935484,0.9548387096774194,0.8541935483870968,0.9754838709677419
baseline_persistence,1.8732558927054583,0.9147730782242556,3.921313867914644,0.14684143129578203,0.9671814053684904,1.3764215420383201,-0.06200641290224311,0.8670967741935484,0.967741935483871,0.8541935483870968,0.967741935483871
gp_additive,1.9278390119969595,0.9663921408051829,4.105048990532951,0.13528366766927502,1.0675354847203689,1.516383440390096,0.06666241326662796,0.7767741935483871,0.9083870967741936,0.7135483870967742,0.9070967741935484
gp_locally_periodic,2.0523774981763476,1.1239634059752757,4.739753344517872,0.14011456143123152,1.2118145339101036,1.7438594407554817,0.11803079486438704,0.7858064516129032,0.9238709677419354,0.6941935483870968,0.9019354838709678
gp_matern32,2.0503679054397987,1.122247007541447,4.731569174116896,0.1399679580171181,1.2107728436434317,1.7397171430708027,0.11543848507101541,0.7870967741935484,0.9238709677419354,0.6993548387096774,0.9032258064516129
gp_matern52,2.1337301883176063,1.2231022517844379,5.156846631297099,0.1459340145736822,1.3075612576474047,1.8697676318047798,0.21149887868142744,0.7625806451612903,0.9187096774193548,0.655483870967742,0.8851612903225806
gp_periodic,2.2261332331296715,1.131928647524826,4.808900383550972,0.16404875731322427,1.2741183615475171,1.8162152946875396,0.358801770262207,0.535483870967742,0.7096774193548387,0.6529032258064517,0.8838709677419355
gp_se,2.3164937732227098,1.4100521185535704,5.9522660297902386,0.1631200035990736,1.5142444162002733,2.1258284388544944,0.407367785081406,0.7006451612903226,0.8787096774193548,0.5793548387096774,0.8193548387096774
