model,hour,nlpd,crps,pit,standardized_residual,cover_50,width_50,cover_80,width_80,cover_95,width_95
baseline_analog,10.0,1.4238856651931242,0.5437305201154354,0.4111142932703782,-0.3026252386060439,0.6529032258064517,1.6987917756618973,0.9135483870967742,3.2227191362336387,0.9741935483870968,4.8603788736639455
baseline_analog,11.0,1.5788989679588796,0.6480250017669746,0.48279518289890405,-0.07708092613886913,0.5870967741935483,1.8290611944735211,0.8941935483870967,3.5225693025290052,0.96,5.381970286672298
baseline_analog,12.0,1.7517023071286026,0.7798945460174092,0.5245829543768665,0.06292039498432656,0.5561290322580645,2.028198932883445,0.8554838709677419,3.925565024931485,0.9548387096774194,6.067396352142885
baseline_analog,13.0,1.8833368677273759,0.896059739964006,0.5515672349401087,0.16195515791091364,0.5329032258064517,2.183147689873345,0.8232258064516129,4.243393067056309,0.944516129032258,6.580555513901697
baseline_analog,14.0,1.953154456359984,0.9630731530151772,0.5374580567757417,0.11856346084992074,0.5096774193548387,2.365315973774082,0.8361290322580646,4.588841355474854,0.9419354838709677,7.04693317032105
baseline_analog,15.0,2.0064885334801783,1.018153906579949,0.5360178286923261,0.11567139886138891,0.5083870967741936,2.4462990110485907,0.8232258064516129,4.779847648618427,0.9290322580645162,7.298853425470682
baseline_analog,16.0,2.0466011748350827,1.0624414186271212,0.5281628835523218,0.09180241242592413,0.5019354838709678,2.472793548233359,0.8141935483870968,4.883813095006353,0.9341935483870968,7.477393961824478
baseline_analog,17.0,2.07961034465046,1.0976351828257478,0.5401886074398023,0.1331613175604815,0.472258064516129,2.452030508279048,0.7961290322580645,4.885659961369462,0.9251612903225807,7.362403728369499
baseline_analog,18.0,2.0665545915382824,1.0870712701968366,0.5426650153840199,0.1510039511825034,0.4464516129032258,2.4195204074231205,0.7858064516129032,4.705197665993609,0.9264516129032258,7.027012348745548
baseline_analog,19.0,1.9674885703279288,0.9869647227757282,0.506051692887229,0.01826015732548489,0.47870967741935483,2.3148646361244487,0.7974193548387096,4.440948241885432,0.9290322580645162,6.718801247784573
baseline_analog,20.0,1.8538110383808935,0.883811636905579,0.540654578761667,0.13369122967894853,0.472258064516129,2.0296361316067104,0.7961290322580645,4.003322474390426,0.9341935483870968,6.034651858129419
baseline_analog,21.0,1.7500373051193638,0.795359876668829,0.4900311550593107,-0.03384666380959983,0.48516129032258065,1.8933442037664938,0.8129032258064516,3.7644324557388478,0.9393548387096774,5.692668174776919
baseline_analog,22.0,1.7533533028527695,0.7977431555393413,0.5644782011339667,0.22812118005031795,0.49032258064516127,1.8535332207998874,0.8103225806451613,3.623897908645392,0.9341935483870968,5.503043065439962
baseline_analog,23.0,1.7598121226950219,0.8007166584537798,0.5227064264566442,0.07717333878778777,0.4941935483870968,1.8826945131857598,0.7935483870967742,3.583693416876405,0.9419354838709677,5.54630388087786
baseline_functional,10.0,1.1236259909702786,0.3905023204506124,0.38782656371951413,-0.33614067359810257,0.6980645161290323,1.2896969008539445,0.9264516129032258,2.4487415493886697,0.9870967741935484,3.7406592576011573
baseline_functional,11.0,1.313960886045501,0.48151540311043106,0.46383845811482866,-0.11934796945227401,0.6567741935483871,1.4675363902532275,0.9109677419354839,2.7887982802986793,0.9754838709677419,4.263256686303352
baseline_functional,12.0,1.5535391498604452,0.6243013701508994,0.5119178744896182,0.022917278884123884,0.6141935483870967,1.7198921837767385,0.8683870967741936,3.2683783193007976,0.9574193548387097,4.995435279369887
baseline_functional,13.0,1.7177361869623133,0.7467810879428296,0.5380938005947198,0.11283793302082727,0.5651612903225807,1.914094330307412,0.8387096774193549,3.638764974082278,0.9509677419354838,5.56113271295008
baseline_functional,14.0,1.81782676569235,0.8277525844505509,0.5319961814088795,0.0888176517473608,0.5612903225806452,2.1164858597410023,0.8425806451612903,4.022460036500404,0.9496774193548387,6.148502691636026
baseline_functional,15.0,1.8984781864651563,0.9000327600244848,0.5249875186253071,0.0650591981771889,0.5406451612903226,2.232489027112234,0.8283870967741935,4.241856843903854,0.9432258064516129,6.484616193470415
baseline_functional,16.0,1.9621500852644571,0.9611586481489923,0.5235026543078481,0.05827295842950514,0.5174193548387097,2.2963440524408716,0.7974193548387096,4.36286563588387,0.9432258064516129,6.672915890556577
baseline_functional,17.0,2.00145450905687,1.0023388914835931,0.5315686540111333,0.09209983936610192,0.49290322580645163,2.321392042504456,0.7793548387096774,4.405576528587008,0.9432258064516129,6.7360134277812485
baseline_functional,18.0,2.002381418949882,1.003321833428191,0.5338512942572776,0.10703374099151514,0.4864516129032258,2.2640745111178164,0.7767741935483871,4.297983269633114,0.944516129032258,6.573462790621614
baseline_functional,19.0,1.921258519366505,0.9286563501028161,0.5128962594577858,0.027952259859607052,0.4890322580645161,2.1551756870059133,0.7819354838709678,4.092877322723721,0.9535483870967741,6.257898380574955
baseline_functional,20.0,1.7896089920910265,0.8144299773483343,0.5208807270803903,0.06896995200842553,0.5058064516129033,1.9775809057530571,0.8180645161290323,3.75705167001656,0.944516129032258,5.746718023612094
baseline_functional,21.0,1.7027286792071927,0.7480834234721729,0.4857195012610381,-0.04210368457000626,0.5083870967741936,1.8823592213432083,0.8258064516129032,3.5741878933057953,0.9651612903225807,5.467613313723485
baseline_functional,22.0,1.7074488149433422,0.7537051911325288,0.547034464074927,0.1689962835722458,0.49806451612903224,1.876116194495761,0.8283870967741935,3.5652332021617066,0.9561290322580646,5.4496818232363395
baseline_functional,23.0,1.7298742727080827,0.7731732020534996,0.5164761886332411,0.06461972021136256,0.4774193548387097,1.906205724614665,0.8258064516129032,3.621633973430891,0.9587096774193549,5.535318005845646
baseline_persistence,10.0,1.3079022202781936,0.48839643700489815,0.33753339654649717,-0.49328443185310905,0.6038709677419355,1.4516932304450603,0.8980645161290323,2.760363835813501,0.9858064516129033,4.218543493562314
baseline_persistence,11.0,1.4627788907983732,0.5747705806390725,0.44232688946081755,-0.18845016782808505,0.5870967741935483,1.6098949776043316,0.8761290322580645,3.060163839851299,0.9729032258064516,4.677000897396155
baseline_persistence,12.0,1.6647490620154142,0.7077755718289336,0.5002027981500474,-0.008990506247785503,0.5587096774193548,1.8479136025575587,0.84,3.512082594872575,0.9625806451612903,5.363961894514786
baseline_persistence,13.0,1.8114769381235507,0.8289992475460016,0.5375625520057279,0.11838834647419728,0.5264516129032258,2.0286718346408046,0.8090322580645162,3.85336991709849,0.9483870967741935,5.887607854792824
baseline_persistence,14.0,1.890396667886982,0.8994444669934427,0.522880585173288,0.06327548075291134,0.5174193548387097,2.235049980860504,0.8361290322580646,4.247058519686059,0.952258064516129,6.488496393844145
